unit_id,delay,duration,lib_id,abs_max_value,x_deg,y_deg,theta_deg,sigma_deg,xi,yi,theta_idx,theta_rad,sigma_idx,sigma,frequency_idx,frequency,source_file
001e5b9a-9f09-4402-bdbe-0e8733e22ddf,-0.15,-0.23,ab4a70858e,0.20693199336528778,-20.59701492537313,18.820754716981128,112.48408527317332,17.91,22,16,5,1.5707963267948966,3,5.0,11,1.2,/user/raabe14/u19361/workspace-allen/results/zebra/sub-830794_ses-ecephys-830794-2026-01-26-12-02-05_ecephys/ProbeA/trial_0/phase_1/lib_ab4a70858e/lib_ab4a70858e__delay_-0.15__dur_-0.23.h5
00673a30-4c53-4558-9e64-37420a5790a8,-0.15,-0.18000000000000002,ab4a70858e,0.08084308356046677,-18.80597014925373,-15.235849056603776,0.0,17.91,23,35,0,0.0,3,5.0,11,1.2,/user/raabe14/u19361/workspace-allen/results/zebra/sub-830794_ses-ecephys-830794-2026-01-26-12-02-05_ecephys/ProbeA/trial_0/phase_1/lib_ab4a70858e/lib_ab4a70858e__delay_-0.15__dur_-0.18000000000000002.h5
011e3d59-b192-44b2-82e1-c418029ad09d,-0.125,-0.13,ab4a70858e,0.08225546777248383,-45.67164179104478,-24.19811320754717,180.0,28.65,8,40,8,2.5132741228718345,5,8.0,3,0.04,/user/raabe14/u19361/workspace-allen/results/zebra/sub-830794_ses-ecephys-830794-2026-01-26-12-02-05_ecephys/ProbeA/trial_0/phase_1/lib_ab4a70858e/lib_ab4a70858e__delay_-0.125__dur_-0.13.h5
01cd6617-e9f6-4562-b50e-d5bd924c82b0,-0.01,-0.03,ab4a70858e,0.0,-60.0,47.5,0.0,7.16,0,0,0,0.0,0,2.0,0,0.01,/user/raabe14/u19361/workspace-allen/results/zebra/sub-830794_ses-ecephys-830794-2026-01-26-12-02-05_ecephys/ProbeA/trial_0/phase_1/lib_ab4a70858e/lib_ab4a70858e__delay_-0.01__dur_-0.03.h5
01e53180-1cdb-41ad-a7f5-8f4286605292,-0.075,-0.23,ab4a70858e,0.09713681787252426,-2.6865671641791025,-25.99056603773585,45.02251307527088,17.91,32,41,2,0.6283185307179586,3,5.0,0,0.01,/user/raabe14/u19361/workspace-allen/results/zebra/sub-830794_ses-ecephys-830794-2026-01-26-12-02-05_ecephys/ProbeA/trial_0/phase_1/lib_ab4a70858e/lib_ab4a70858e__delay_-0.075__dur_-0.23.h5
02092e8c-d548-4a91-8643-da2fa00ed3e7,0.06,0.18000000000000002,ab4a70858e,0.074946828186512,18.80597014925374,-43.91509433962264,67.51591472682667,17.91,44,51,3,0.9424777960769379,3,5.0,12,1.3,/user/raabe14/u19361/workspace-allen/results/zebra/sub-830794_ses-ecephys-830794-2026-01-26-12-02-05_ecephys/ProbeA/trial_0/phase_1/lib_ab4a70858e/lib_ab4a70858e__delay_0.06__dur_0.18000000000000002.h5
02c6f423-fad0-4d9d-9fb1-1e3dab588ab1,-0.125,-0.18000000000000002,ab4a70858e,0.2603286802768707,-15.223880597014926,6.273584905660378,45.02251307527088,21.49,25,23,2,0.6283185307179586,4,6.0,11,1.2,/user/raabe14/u19361/workspace-allen/results/zebra/sub-830794_ses-ecephys-830794-2026-01-26-12-02-05_ecephys/ProbeA/trial_0/phase_1/lib_ab4a70858e/lib_ab4a70858e__delay_-0.125__dur_-0.18000000000000002.h5
02fe9a16-f4ae-4944-bf00-9d0a1c14bdb7,0.30000000000000004,0.23,ab4a70858e,0.09191493690013885,-15.223880597014926,11.650943396226417,0.0,14.32,25,20,0,0.0,2,4.0,9,0.1,/user/raabe14/u19361/workspace-allen/results/zebra/sub-830794_ses-ecephys-830794-2026-01-26-12-02-05_ecephys/ProbeA/trial_0/phase_1/lib_ab4a70858e/lib_ab4a70858e__delay_0.30000000000000004__dur_0.23.h5
0327593e-947a-4c05-86f1-89fed0e748d8,0.30000000000000004,0.18000000000000002,ab4a70858e,0.0862283855676651,-27.761194029850742,13.443396226415096,22.515923572829163,28.65,18,19,9,2.827433388230814,5,8.0,9,0.1,/user/raabe14/u19361/workspace-allen/results/zebra/sub-830794_ses-ecephys-830794-2026-01-26-12-02-05_ecephys/ProbeA/trial_0/phase_1/lib_ab4a70858e/lib_ab4a70858e__delay_0.30000000000000004__dur_0.18000000000000002.h5
036fada8-0f6e-449e-acaf-28dfce1e2278,-0.125,-0.23,ab4a70858e,0.0921846553683281,38.507462686567166,-8.066037735849058,157.4840764271708,14.32,55,31,7,2.199114857512855,2,4.0,12,1.3,/user/raabe14/u19361/workspace-allen/results/zebra/sub-830794_ses-ecephys-830794-2026-01-26-12-02-05_ecephys/ProbeA/trial_0/phase_1/lib_ab4a70858e/lib_ab4a70858e__delay_-0.125__dur_-0.23.h5
03a4d2ad-16e0-426c-925a-276d0de18fd9,-0.02,-0.13,ab4a70858e,0.09237074106931686,34.92537313432837,-4.481132075471699,0.0,28.65,53,29,0,0.0,5,8.0,9,0.1,/user/raabe14/u19361/workspace-allen/results/zebra/sub-830794_ses-ecephys-830794-2026-01-26-12-02-05_ecephys/ProbeA/trial_0/phase_1/lib_ab4a70858e/lib_ab4a70858e__delay_-0.02__dur_-0.13.h5
04869223-b781-443b-83ed-d2c9336eb9c0,0.0,0.23,ab4a70858e,0.09756388515233994,-43.88059701492537,-40.33018867924528,180.0,28.65,9,49,8,2.5132741228718345,5,8.0,0,0.01,/user/raabe14/u19361/workspace-allen/results/zebra/sub-830794_ses-ecephys-830794-2026-01-26-12-02-05_ecephys/ProbeA/trial_0/phase_1/lib_ab4a70858e/lib_ab4a70858e__delay_0.0__dur_0.23.h5
05d94c49-58e5-4a00-9d46-851b56f7a716,0.09,0.23,ab4a70858e,0.08277066051959991,13.43283582089552,-31.367924528301888,45.02251307527088,7.16,41,44,2,0.6283185307179586,0,2.0,12,1.3,/user/raabe14/u19361/workspace-allen/results/zebra/sub-830794_ses-ecephys-830794-2026-01-26-12-02-05_ecephys/ProbeA/trial_0/phase_1/lib_ab4a70858e/lib_ab4a70858e__delay_0.09__dur_0.23.h5
05f04a87-9326-412c-a820-3cd570f4f67f,0.08,0.18000000000000002,ab4a70858e,0.08241898566484451,-56.417910447761194,15.235849056603776,157.4840764271708,21.49,2,18,7,2.199114857512855,4,6.0,3,0.04,/user/raabe14/u19361/workspace-allen/results/zebra/sub-830794_ses-ecephys-830794-2026-01-26-12-02-05_ecephys/ProbeA/trial_0/phase_1/lib_ab4a70858e/lib_ab4a70858e__delay_0.08__dur_0.18000000000000002.h5
