unit_id,delay,duration,abs_max_value
0036e473-6498-40c9-8adb-253c1c25f0a2,0.0,0.03,0.05525023117661476
0036e473-6498-40c9-8adb-253c1c25f0a2,0.0,0.08,0.060059987008571625
0036e473-6498-40c9-8adb-253c1c25f0a2,0.0,0.13,0.06263799965381622
0036e473-6498-40c9-8adb-253c1c25f0a2,0.0,0.18000000000000002,0.06661594659090042
0036e473-6498-40c9-8adb-253c1c25f0a2,0.0,0.23,0.061426859349012375
0036e473-6498-40c9-8adb-253c1c25f0a2,0.01,0.03,0.04550578072667122
0036e473-6498-40c9-8adb-253c1c25f0a2,0.01,0.08,0.06070849671959877
0036e473-6498-40c9-8adb-253c1c25f0a2,0.01,0.13,0.06647083908319473
0036e473-6498-40c9-8adb-253c1c25f0a2,0.01,0.18000000000000002,0.06336792558431625
0036e473-6498-40c9-8adb-253c1c25f0a2,0.01,0.23,0.06002984568476677
0036e473-6498-40c9-8adb-253c1c25f0a2,0.02,0.03,0.05230965092778206
0036e473-6498-40c9-8adb-253c1c25f0a2,0.02,0.08,0.05536572262644768
0036e473-6498-40c9-8adb-253c1c25f0a2,0.02,0.13,0.06262968480587006
0036e473-6498-40c9-8adb-253c1c25f0a2,0.02,0.18000000000000002,0.059883229434490204
0036e473-6498-40c9-8adb-253c1c25f0a2,0.02,0.23,0.0588533952832222
0036e473-6498-40c9-8adb-253c1c25f0a2,0.03,0.03,0.04962659627199173
0036e473-6498-40c9-8adb-253c1c25f0a2,0.03,0.08,0.05872276797890663
0036e473-6498-40c9-8adb-253c1c25f0a2,0.03,0.13,0.06241856887936592
0036e473-6498-40c9-8adb-253c1c25f0a2,0.03,0.18000000000000002,0.06099885702133179
0036e473-6498-40c9-8adb-253c1c25f0a2,0.03,0.23,0.05906662344932556
0036e473-6498-40c9-8adb-253c1c25f0a2,0.04,0.03,0.04841895401477814
0036e473-6498-40c9-8adb-253c1c25f0a2,0.04,0.08,0.05443502962589264
0036e473-6498-40c9-8adb-253c1c25f0a2,0.04,0.13,0.0623607411980629
0036e473-6498-40c9-8adb-253c1c25f0a2,0.04,0.18000000000000002,0.0583224818110466
0036e473-6498-40c9-8adb-253c1c25f0a2,0.04,0.23,0.06256233900785446
0036e473-6498-40c9-8adb-253c1c25f0a2,0.05,0.03,0.05360688641667366
0036e473-6498-40c9-8adb-253c1c25f0a2,0.05,0.08,0.06170148402452469
0036e473-6498-40c9-8adb-253c1c25f0a2,0.05,0.13,0.06358616799116135
0036e473-6498-40c9-8adb-253c1c25f0a2,0.05,0.18000000000000002,0.05788762867450714
0036e473-6498-40c9-8adb-253c1c25f0a2,0.05,0.23,0.061912715435028076
0036e473-6498-40c9-8adb-253c1c25f0a2,0.06,0.03,0.04893496632575989
0036e473-6498-40c9-8adb-253c1c25f0a2,0.06,0.08,0.06044479459524155
0036e473-6498-40c9-8adb-253c1c25f0a2,0.06,0.13,0.062217846512794495
0036e473-6498-40c9-8adb-253c1c25f0a2,0.06,0.18000000000000002,0.0596519373357296
0036e473-6498-40c9-8adb-253c1c25f0a2,0.06,0.23,0.060994721949100494
0036e473-6498-40c9-8adb-253c1c25f0a2,0.07,0.03,0.04413134977221489
0036e473-6498-40c9-8adb-253c1c25f0a2,0.07,0.08,0.05995354801416397
0036e473-6498-40c9-8adb-253c1c25f0a2,0.07,0.13,0.060167256742715836
0036e473-6498-40c9-8adb-253c1c25f0a2,0.07,0.18000000000000002,0.06247769668698311
0036e473-6498-40c9-8adb-253c1c25f0a2,0.07,0.23,0.06214458867907524
0036e473-6498-40c9-8adb-253c1c25f0a2,0.08,0.03,0.04726409539580345
0036e473-6498-40c9-8adb-253c1c25f0a2,0.08,0.08,0.0635974258184433
0036e473-6498-40c9-8adb-253c1c25f0a2,0.08,0.13,0.062244050204753876
0036e473-6498-40c9-8adb-253c1c25f0a2,0.08,0.18000000000000002,0.05971232056617737
0036e473-6498-40c9-8adb-253c1c25f0a2,0.08,0.23,0.06416140496730804
0036e473-6498-40c9-8adb-253c1c25f0a2,0.09,0.03,0.04758260026574135
0036e473-6498-40c9-8adb-253c1c25f0a2,0.09,0.08,0.06216246634721756
0036e473-6498-40c9-8adb-253c1c25f0a2,0.09,0.13,0.05815799534320831
0036e473-6498-40c9-8adb-253c1c25f0a2,0.09,0.18000000000000002,0.06186381354928017
0036e473-6498-40c9-8adb-253c1c25f0a2,0.09,0.23,0.06663251668214798
0036e473-6498-40c9-8adb-253c1c25f0a2,0.1,0.03,0.045327067375183105
