unit_id,delay,duration,abs_max_value
DMD1_red_roi0,0.0,0.1,0.06553902477025986
DMD1_red_roi0,0.0,0.25,0.07759469747543335
DMD1_red_roi0,0.0,0.5,0.06843992322683334
DMD1_red_roi0,0.05,0.1,0.06671395897865295
DMD1_red_roi0,0.05,0.25,0.07485313713550568
DMD1_red_roi0,0.05,0.5,0.07153580337762833
DMD1_red_roi0,0.1,0.1,0.08053329586982727
DMD1_red_roi0,0.1,0.25,0.06990215927362442
DMD1_red_roi0,0.1,0.5,0.07397403568029404
DMD1_red_roi0,0.15000000000000002,0.1,0.065358005464077
DMD1_red_roi0,0.15000000000000002,0.25,0.06567668914794922
DMD1_red_roi0,0.15000000000000002,0.5,0.07322190701961517
DMD1_red_roi0,0.2,0.1,0.061457011848688126
DMD1_red_roi0,0.2,0.25,0.06419724225997925
DMD1_red_roi0,0.2,0.5,0.07028579711914062
DMD1_red_roi0,0.25,0.1,0.056349389255046844
DMD1_red_roi0,0.25,0.25,0.06446751207113266
DMD1_red_roi0,0.25,0.5,0.06943893432617188
DMD1_red_roi0,0.30000000000000004,0.1,0.058958765119314194
DMD1_red_roi0,0.30000000000000004,0.25,0.06563594937324524
DMD1_red_roi0,0.30000000000000004,0.5,0.06672094017267227
DMD1_red_roi0,0.35000000000000003,0.1,0.060853391885757446
DMD1_red_roi0,0.35000000000000003,0.25,0.06133350729942322
DMD1_red_roi0,0.35000000000000003,0.5,0.06807204335927963
DMD1_red_roi1,0.0,0.1,0.062492262572050095
DMD1_red_roi1,0.0,0.25,0.06797081977128983
DMD1_red_roi1,0.0,0.5,0.07124801725149155
DMD1_red_roi1,0.05,0.1,0.06005925312638283
DMD1_red_roi1,0.05,0.25,0.07522788643836975
DMD1_red_roi1,0.05,0.5,0.06881587952375412
DMD1_red_roi1,0.1,0.1,0.06368108093738556
DMD1_red_roi1,0.1,0.25,0.0732637271285057
DMD1_red_roi1,0.1,0.5,0.06725563108921051
DMD1_red_roi1,0.15000000000000002,0.1,0.06636607646942139
DMD1_red_roi1,0.15000000000000002,0.25,0.06809892505407333
DMD1_red_roi1,0.15000000000000002,0.5,0.07756005227565765
DMD1_red_roi1,0.2,0.1,0.06303928792476654
DMD1_red_roi1,0.2,0.25,0.07696464657783508
DMD1_red_roi1,0.2,0.5,0.0760592520236969
DMD1_red_roi1,0.25,0.1,0.07853464037179947
DMD1_red_roi1,0.25,0.25,0.06943637132644653
DMD1_red_roi1,0.25,0.5,0.07381986826658249
DMD1_red_roi1,0.30000000000000004,0.1,0.06485792994499207
DMD1_red_roi1,0.30000000000000004,0.25,0.07153662294149399
DMD1_red_roi1,0.30000000000000004,0.5,0.06986404955387115
DMD1_red_roi1,0.35000000000000003,0.1,0.0628577172756195
DMD1_red_roi1,0.35000000000000003,0.25,0.0678400993347168
DMD1_red_roi1,0.35000000000000003,0.5,0.07704407721757889
DMD1_red_roi10,0.0,0.1,0.07606515288352966
DMD1_red_roi10,0.0,0.25,0.07076868414878845
DMD1_red_roi10,0.0,0.5,0.07306061685085297
DMD1_red_roi10,0.05,0.1,0.0688028559088707
DMD1_red_roi10,0.05,0.25,0.07054086029529572
DMD1_red_roi10,0.05,0.5,0.07402750849723816
DMD1_red_roi10,0.1,0.1,0.07585388422012329
DMD1_red_roi10,0.1,0.25,0.06471876800060272
DMD1_red_roi10,0.1,0.5,0.07955099642276764
DMD1_red_roi10,0.15000000000000002,0.1,0.07075401395559311
DMD1_red_roi10,0.15000000000000002,0.25,0.06866303086280823
DMD1_red_roi10,0.15000000000000002,0.5,0.08168826252222061
DMD1_red_roi10,0.2,0.1,0.059699952602386475
DMD1_red_roi10,0.2,0.25,0.06903278082609177
DMD1_red_roi10,0.2,0.5,0.08247554302215576
DMD1_red_roi10,0.25,0.1,0.06298643350601196
DMD1_red_roi10,0.25,0.25,0.06915435940027237
DMD1_red_roi10,0.25,0.5,0.07746229320764542
DMD1_red_roi10,0.30000000000000004,0.1,0.06606436520814896
DMD1_red_roi10,0.30000000000000004,0.25,0.07258584350347519
DMD1_red_roi10,0.30000000000000004,0.5,0.07102510333061218
DMD1_red_roi10,0.35000000000000003,0.1,0.06373162567615509
DMD1_red_roi10,0.35000000000000003,0.25,0.07011095434427261
DMD1_red_roi10,0.35000000000000003,0.5,0.06963678449392319
DMD1_red_roi11,0.0,0.1,0.09284187853336334
DMD1_red_roi11,0.0,0.25,0.08174175769090652
DMD1_red_roi11,0.0,0.5,0.07072307169437408
DMD1_red_roi11,0.05,0.1,0.09116397798061371
DMD1_red_roi11,0.05,0.25,0.07924781739711761
DMD1_red_roi11,0.05,0.5,0.06991339474916458
DMD1_red_roi11,0.1,0.1,0.06329741328954697
DMD1_red_roi11,0.1,0.25,0.07346052676439285
DMD1_red_roi11,0.1,0.5,0.08032669126987457
DMD1_red_roi11,0.15000000000000002,0.1,0.06737452745437622
DMD1_red_roi11,0.15000000000000002,0.25,0.0737830102443695
DMD1_red_roi11,0.15000000000000002,0.5,0.08090104907751083
DMD1_red_roi11,0.2,0.1,0.06075673550367355
DMD1_red_roi11,0.2,0.25,0.07234681397676468
DMD1_red_roi11,0.2,0.5,0.07947654277086258
DMD1_red_roi11,0.25,0.1,0.06293952465057373
DMD1_red_roi11,0.25,0.25,0.07733592391014099
DMD1_red_roi11,0.25,0.5,0.08203400671482086
DMD1_red_roi11,0.30000000000000004,0.1,0.05932602286338806
DMD1_red_roi11,0.30000000000000004,0.25,0.07079485058784485
DMD1_red_roi11,0.30000000000000004,0.5,0.08878176659345627
DMD1_red_roi11,0.35000000000000003,0.1,0.06749875843524933
DMD1_red_roi11,0.35000000000000003,0.25,0.06515856832265854
DMD1_red_roi11,0.35000000000000003,0.5,0.09258240461349487
DMD1_red_roi12,0.0,0.1,0.07539825886487961
DMD1_red_roi12,0.0,0.25,0.07706384360790253
DMD1_red_roi12,0.0,0.5,0.08564477413892746
