unit_id,delay,duration,lib_id,abs_max_value,x_deg,y_deg,theta_deg,sigma_deg,xi,yi,theta_idx,theta_rad,sigma_idx,sigma,frequency_idx,frequency,source_file
0,0.15,0.2,ab4a70858e,0.10706720501184464,4.477611940298516,-9.858490566037737,22.515923572829195,17.91,36,32,1,0.3141592653589793,3,5.0,8,0.09,/user/raabe14/u19361/workspace-allen/results/VISp_1/trial_0/phase_0/lib_ab4a70858e/lib_ab4a70858e__delay_0.15__dur_0.2.h5
1,0.0,0.0,ab4a70858e,0.09167712181806564,-45.67164179104478,-25.99056603773585,45.02251307527088,7.16,8,41,2,0.6283185307179586,0,2.0,10,1.1,/user/raabe14/u19361/workspace-allen/results/VISp_1/trial_0/phase_0/lib_ab4a70858e/lib_ab4a70858e__delay_0.0__dur_0.0.h5
10,0.12,0.2,ab4a70858e,0.10943644493818283,-9.850746268656714,-15.235849056603776,45.02251307527088,17.91,28,35,2,0.6283185307179586,3,5.0,5,0.06,/user/raabe14/u19361/workspace-allen/results/VISp_1/trial_0/phase_0/lib_ab4a70858e/lib_ab4a70858e__delay_0.12__dur_0.2.h5
100,0.09,0.2,ab4a70858e,0.143500417470932,6.268656716417908,-6.273584905660378,22.515923572829195,7.16,37,30,1,0.3141592653589793,0,2.0,9,0.1,/user/raabe14/u19361/workspace-allen/results/VISp_1/trial_0/phase_0/lib_ab4a70858e/lib_ab4a70858e__delay_0.09__dur_0.2.h5
101,0.12,0.0,ab4a70858e,0.20866337418556213,-0.8955223880596961,-17.028301886792452,22.515923572829163,10.74,33,36,9,2.827433388230814,1,3.0,8,0.09,/user/raabe14/u19361/workspace-allen/results/VISp_1/trial_0/phase_0/lib_ab4a70858e/lib_ab4a70858e__delay_0.12__dur_0.0.h5
102,0.09,0.2,ab4a70858e,0.15067075192928314,-0.8955223880596961,-8.066037735849058,45.02251307527088,10.74,33,31,2,0.6283185307179586,1,3.0,9,0.1,/user/raabe14/u19361/workspace-allen/results/VISp_1/trial_0/phase_0/lib_ab4a70858e/lib_ab4a70858e__delay_0.09__dur_0.2.h5
103,0.12,0.0,ab4a70858e,0.1875963807106018,-0.8955223880596961,-11.650943396226417,112.48408527317332,7.16,33,33,5,1.5707963267948966,0,2.0,11,1.2,/user/raabe14/u19361/workspace-allen/results/VISp_1/trial_0/phase_0/lib_ab4a70858e/lib_ab4a70858e__delay_0.12__dur_0.0.h5
104,0.15,0.0,ab4a70858e,0.20460407435894012,6.268656716417908,-13.443396226415096,67.51591472682667,14.32,37,34,3,0.9424777960769379,2,4.0,8,0.09,/user/raabe14/u19361/workspace-allen/results/VISp_1/trial_0/phase_0/lib_ab4a70858e/lib_ab4a70858e__delay_0.15__dur_0.0.h5
105,0.15,0.0,ab4a70858e,0.16496169567108154,-0.8955223880596961,-11.650943396226417,0.0,7.16,33,33,0,0.0,0,2.0,11,1.2,/user/raabe14/u19361/workspace-allen/results/VISp_1/trial_0/phase_0/lib_ab4a70858e/lib_ab4a70858e__delay_0.15__dur_0.0.h5
106,0.15,0.0,ab4a70858e,0.15500394999980927,2.6865671641791096,-15.235849056603776,45.02251307527088,10.74,35,35,2,0.6283185307179586,1,3.0,8,0.09,/user/raabe14/u19361/workspace-allen/results/VISp_1/trial_0/phase_0/lib_ab4a70858e/lib_ab4a70858e__delay_0.15__dur_0.0.h5
107,0.12,0.0,ab4a70858e,0.22336150705814362,4.477611940298516,-8.066037735849058,67.51591472682667,10.74,36,31,3,0.9424777960769379,1,3.0,7,0.08,/user/raabe14/u19361/workspace-allen/results/VISp_1/trial_0/phase_0/lib_ab4a70858e/lib_ab4a70858e__delay_0.12__dur_0.0.h5
108,0.15,0.0,ab4a70858e,0.136297345161438,13.43283582089552,-11.650943396226417,112.48408527317332,10.74,41,33,5,1.5707963267948966,1,3.0,6,0.07,/user/raabe14/u19361/workspace-allen/results/VISp_1/trial_0/phase_0/lib_ab4a70858e/lib_ab4a70858e__delay_0.15__dur_0.0.h5
109,0.15,0.0,ab4a70858e,0.1797497421503067,6.268656716417908,-15.235849056603776,22.515923572829195,17.91,37,35,1,0.3141592653589793,3,5.0,8,0.09,/user/raabe14/u19361/workspace-allen/results/VISp_1/trial_0/phase_0/lib_ab4a70858e/lib_ab4a70858e__delay_0.15__dur_0.0.h5
11,0.15,0.2,ab4a70858e,0.1810828149318695,-20.59701492537313,4.481132075471699,157.4840764271708,17.91,22,24,7,2.199114857512855,3,5.0,12,1.3,/user/raabe14/u19361/workspace-allen/results/VISp_1/trial_0/phase_0/lib_ab4a70858e/lib_ab4a70858e__delay_0.15__dur_0.2.h5
110,0.15,0.0,ab4a70858e,0.23207685351371765,0.8955223880597032,-9.858490566037737,22.515923572829195,17.91,34,32,1,0.3141592653589793,3,5.0,7,0.08,/user/raabe14/u19361/workspace-allen/results/VISp_1/trial_0/phase_0/lib_ab4a70858e/lib_ab4a70858e__delay_0.15__dur_0.0.h5
111,0.12,0.0,ab4a70858e,0.18281003832817078,4.477611940298516,-6.273584905660378,180.0,14.32,36,30,8,2.5132741228718345,2,4.0,5,0.06,/user/raabe14/u19361/workspace-allen/results/VISp_1/trial_0/phase_0/lib_ab4a70858e/lib_ab4a70858e__delay_0.12__dur_0.0.h5
112,0.09,0.2,ab4a70858e,0.14149045944213867,6.268656716417908,-4.481132075471699,180.0,14.32,37,29,8,2.5132741228718345,2,4.0,9,0.1,/user/raabe14/u19361/workspace-allen/results/VISp_1/trial_0/phase_0/lib_ab4a70858e/lib_ab4a70858e__delay_0.09__dur_0.2.h5
113,0.09,0.0,ab4a70858e,0.17058350145816803,0.8955223880597032,-15.235849056603776,22.515923572829195,10.74,34,35,1,0.3141592653589793,1,3.0,9,0.1,/user/raabe14/u19361/workspace-allen/results/VISp_1/trial_0/phase_0/lib_ab4a70858e/lib_ab4a70858e__delay_0.09__dur_0.0.h5
114,0.12,0.0,ab4a70858e,0.15046627819538116,-8.059701492537314,-9.858490566037737,157.4840764271708,14.32,29,32,7,2.199114857512855,2,4.0,8,0.09,/user/raabe14/u19361/workspace-allen/results/VISp_1/trial_0/phase_0/lib_ab4a70858e/lib_ab4a70858e__delay_0.12__dur_0.0.h5
115,0.15,0.0,ab4a70858e,0.171121746301651,0.8955223880597032,-8.066037735849058,22.515923572829195,14.32,34,31,1,0.3141592653589793,2,4.0,9,0.1,/user/raabe14/u19361/workspace-allen/results/VISp_1/trial_0/phase_0/lib_ab4a70858e/lib_ab4a70858e__delay_0.15__dur_0.0.h5
116,0.15,0.0,ab4a70858e,0.1292431503534317,11.641791044776127,-8.066037735849058,112.48408527317332,10.74,40,31,5,1.5707963267948966,1,3.0,5,0.06,/user/raabe14/u19361/workspace-allen/results/VISp_1/trial_0/phase_0/lib_ab4a70858e/lib_ab4a70858e__delay_0.15__dur_0.0.h5
117,0.12,0.0,ab4a70858e,0.17004843056201935,0.8955223880597032,-2.6886792452830193,180.0,17.91,34,28,8,2.5132741228718345,3,5.0,6,0.07,/user/raabe14/u19361/workspace-allen/results/VISp_1/trial_0/phase_0/lib_ab4a70858e/lib_ab4a70858e__delay_0.12__dur_0.0.h5
118,0.09,0.0,ab4a70858e,0.1951923817396164,0.8955223880597032,-11.650943396226417,67.51591472682667,17.91,34,33,3,0.9424777960769379,3,5.0,6,0.07,/user/raabe14/u19361/workspace-allen/results/VISp_1/trial_0/phase_0/lib_ab4a70858e/lib_ab4a70858e__delay_0.09__dur_0.0.h5
119,0.03,0.2,ab4a70858e,0.1114373505115509,-2.6865671641791025,-11.650943396226417,112.48408527317332,14.32,32,33,5,1.5707963267948966,2,4.0,11,1.2,/user/raabe14/u19361/workspace-allen/results/VISp_1/trial_0/phase_0/lib_ab4a70858e/lib_ab4a70858e__delay_0.03__dur_0.2.h5
12,0.12,0.2,ab4a70858e,0.12717382609844208,11.641791044776127,-9.858490566037737,67.51591472682667,21.49,40,32,3,0.9424777960769379,4,6.0,3,0.04,/user/raabe14/u19361/workspace-allen/results/VISp_1/trial_0/phase_0/lib_ab4a70858e/lib_ab4a70858e__delay_0.12__dur_0.2.h5
120,0.12,0.0,ab4a70858e,0.19386087357997894,-4.477611940298509,-4.481132075471699,67.51591472682667,14.32,31,29,3,0.9424777960769379,2,4.0,9,0.1,/user/raabe14/u19361/workspace-allen/results/VISp_1/trial_0/phase_0/lib_ab4a70858e/lib_ab4a70858e__delay_0.12__dur_0.0.h5
121,0.09,0.0,ab4a70858e,0.143839493393898,-2.6865671641791025,-6.273584905660378,134.9774869247291,14.32,32,30,6,1.8849555921538759,2,4.0,9,0.1,/user/raabe14/u19361/workspace-allen/results/VISp_1/trial_0/phase_0/lib_ab4a70858e/lib_ab4a70858e__delay_0.09__dur_0.0.h5
122,0.15,0.2,ab4a70858e,0.18853163719177246,0.8955223880597032,-13.443396226415096,0.0,7.16,34,34,0,0.0,0,2.0,9,0.1,/user/raabe14/u19361/workspace-allen/results/VISp_1/trial_0/phase_0/lib_ab4a70858e/lib_ab4a70858e__delay_0.15__dur_0.2.h5
123,0.0,0.2,ab4a70858e,0.1386909782886505,-22.388059701492537,-15.235849056603776,157.4840764271708,10.74,21,35,7,2.199114857512855,1,3.0,12,1.3,/user/raabe14/u19361/workspace-allen/results/VISp_1/trial_0/phase_0/lib_ab4a70858e/lib_ab4a70858e__delay_0.0__dur_0.2.h5
124,0.09,0.2,ab4a70858e,0.15604548156261444,-6.268656716417908,-0.8962264150943398,22.515923572829195,10.74,30,27,1,0.3141592653589793,1,3.0,9,0.1,/user/raabe14/u19361/workspace-allen/results/VISp_1/trial_0/phase_0/lib_ab4a70858e/lib_ab4a70858e__delay_0.09__dur_0.2.h5
125,0.09,0.0,ab4a70858e,0.17920058965682983,-8.059701492537314,-6.273584905660378,112.48408527317332,14.32,29,30,5,1.5707963267948966,2,4.0,6,0.07,/user/raabe14/u19361/workspace-allen/results/VISp_1/trial_0/phase_0/lib_ab4a70858e/lib_ab4a70858e__delay_0.09__dur_0.0.h5
126,0.12,0.0,ab4a70858e,0.11645928025245667,2.6865671641791096,-8.066037735849058,112.48408527317332,7.16,35,31,5,1.5707963267948966,0,2.0,7,0.08,/user/raabe14/u19361/workspace-allen/results/VISp_1/trial_0/phase_0/lib_ab4a70858e/lib_ab4a70858e__delay_0.12__dur_0.0.h5
