unit_id,delay,duration,abs_max_value
DMD2_red_roi0,0.0,0.1,0.08467546105384827
DMD2_red_roi0,0.0,0.25,0.08836398273706436
DMD2_red_roi0,0.0,0.5,0.10351336002349854
DMD2_red_roi0,0.05,0.1,0.07644259184598923
DMD2_red_roi0,0.05,0.25,0.098267562687397
DMD2_red_roi0,0.05,0.5,0.10780221223831177
DMD2_red_roi0,0.1,0.1,0.09179065376520157
DMD2_red_roi0,0.1,0.25,0.10273013263940811
DMD2_red_roi0,0.1,0.5,0.11381430178880692
DMD2_red_roi0,0.15000000000000002,0.1,0.10121455788612366
DMD2_red_roi0,0.15000000000000002,0.25,0.11135125160217285
DMD2_red_roi0,0.15000000000000002,0.5,0.11698267608880997
DMD2_red_roi0,0.2,0.1,0.10130202770233154
DMD2_red_roi0,0.2,0.25,0.11619223654270172
DMD2_red_roi0,0.2,0.5,0.11534177511930466
DMD2_red_roi0,0.25,0.1,0.11130242794752121
DMD2_red_roi0,0.25,0.25,0.11561842262744904
DMD2_red_roi0,0.25,0.5,0.10789168626070023
DMD2_red_roi0,0.30000000000000004,0.1,0.11533351987600327
DMD2_red_roi0,0.30000000000000004,0.25,0.11902602761983871
DMD2_red_roi0,0.30000000000000004,0.5,0.10137926042079926
DMD2_red_roi0,0.35000000000000003,0.1,0.11262565851211548
DMD2_red_roi0,0.35000000000000003,0.25,0.11663048714399338
DMD2_red_roi0,0.35000000000000003,0.5,0.10148509591817856
DMD2_red_roi1,0.0,0.1,0.0772547721862793
DMD2_red_roi1,0.0,0.25,0.08525004237890244
DMD2_red_roi1,0.0,0.5,0.071369469165802
DMD2_red_roi1,0.05,0.1,0.08772601932287216
DMD2_red_roi1,0.05,0.25,0.07577954977750778
DMD2_red_roi1,0.05,0.5,0.07381631433963776
DMD2_red_roi1,0.1,0.1,0.0856517031788826
DMD2_red_roi1,0.1,0.25,0.06902153044939041
DMD2_red_roi1,0.1,0.5,0.07625772804021835
DMD2_red_roi1,0.15000000000000002,0.1,0.06897334009408951
DMD2_red_roi1,0.15000000000000002,0.25,0.07355480641126633
DMD2_red_roi1,0.15000000000000002,0.5,0.07844100892543793
DMD2_red_roi1,0.2,0.1,0.07045802474021912
DMD2_red_roi1,0.2,0.25,0.07338953763246536
DMD2_red_roi1,0.2,0.5,0.08017131686210632
DMD2_red_roi1,0.25,0.1,0.07052544504404068
DMD2_red_roi1,0.25,0.25,0.07965124398469925
DMD2_red_roi1,0.25,0.5,0.08052042871713638
DMD2_red_roi1,0.30000000000000004,0.1,0.07346534729003906
DMD2_red_roi1,0.30000000000000004,0.25,0.08501237630844116
DMD2_red_roi1,0.30000000000000004,0.5,0.08115407079458237
DMD2_red_roi1,0.35000000000000003,0.1,0.08174045383930206
DMD2_red_roi1,0.35000000000000003,0.25,0.0822746753692627
DMD2_red_roi1,0.35000000000000003,0.5,0.07945996522903442
DMD2_red_roi10,0.0,0.1,0.10449717193841934
DMD2_red_roi10,0.0,0.25,0.11063144356012344
DMD2_red_roi10,0.0,0.5,0.09482838958501816
DMD2_red_roi10,0.05,0.1,0.11233147233724594
DMD2_red_roi10,0.05,0.25,0.10402941703796387
DMD2_red_roi10,0.05,0.5,0.10317856818437576
DMD2_red_roi10,0.1,0.1,0.11003445088863373
DMD2_red_roi10,0.1,0.25,0.09109516441822052
DMD2_red_roi10,0.1,0.5,0.10935304313898087
DMD2_red_roi10,0.15000000000000002,0.1,0.09769322723150253
DMD2_red_roi10,0.15000000000000002,0.25,0.09501934796571732
DMD2_red_roi10,0.15000000000000002,0.5,0.1117827370762825
DMD2_red_roi10,0.2,0.1,0.0831422209739685
DMD2_red_roi10,0.2,0.25,0.10406454652547836
DMD2_red_roi10,0.2,0.5,0.10953392833471298
DMD2_red_roi10,0.25,0.1,0.09020448476076126
DMD2_red_roi10,0.25,0.25,0.11033634841442108
DMD2_red_roi10,0.25,0.5,0.1033211424946785
DMD2_red_roi10,0.30000000000000004,0.1,0.09810372442007065
DMD2_red_roi10,0.30000000000000004,0.25,0.11239546537399292
DMD2_red_roi10,0.30000000000000004,0.5,0.09778808802366257
DMD2_red_roi10,0.35000000000000003,0.1,0.10874706506729126
DMD2_red_roi10,0.35000000000000003,0.25,0.11002343147993088
DMD2_red_roi10,0.35000000000000003,0.5,0.09284821152687073
DMD2_red_roi11,0.0,0.1,0.08597058057785034
DMD2_red_roi11,0.0,0.25,0.08648964017629623
DMD2_red_roi11,0.0,0.5,0.07645659148693085
DMD2_red_roi11,0.05,0.1,0.08516903966665268
