unit_id,delay,duration,lib_id,abs_max_value,x_deg,y_deg,theta_deg,sigma_deg,xi,yi,theta_idx,theta_rad,sigma_idx,sigma,frequency_idx,frequency,source_file
DMD2_red_roi0,0.30000000000000004,0.25,ab4a70858e,0.11902602761983871,-11.64179104477612,-0.8962264150943398,180.0,10.74,27,27,8,2.5132741228718345,1,3.0,11,1.2,/mnt/ceph-hdd/workspaces/ws/cidbn_wibral_neuro_nonhuman/u19361-allen-hdd/results/sub-829704_ses-829704-2025-12-18-10-57-36_image+ophys/DMD2/red/phase_0/lib_ab4a70858e/lib_ab4a70858e__delay_0.30000000000000004__dur_0.25.h5
DMD2_red_roi1,0.05,0.1,ab4a70858e,0.08772601932287216,-2.6865671641791025,-2.6886792452830193,134.9774869247291,28.65,32,28,6,1.8849555921538759,5,8.0,1,0.02,/mnt/ceph-hdd/workspaces/ws/cidbn_wibral_neuro_nonhuman/u19361-allen-hdd/results/sub-829704_ses-829704-2025-12-18-10-57-36_image+ophys/DMD2/red/phase_0/lib_ab4a70858e/lib_ab4a70858e__delay_0.05__dur_0.1.h5
DMD2_red_roi10,0.30000000000000004,0.25,ab4a70858e,0.11239546537399292,-15.223880597014926,15.235849056603776,22.515923572829163,28.65,25,18,9,2.827433388230814,5,8.0,6,0.07,/mnt/ceph-hdd/workspaces/ws/cidbn_wibral_neuro_nonhuman/u19361-allen-hdd/results/sub-829704_ses-829704-2025-12-18-10-57-36_image+ophys/DMD2/red/phase_0/lib_ab4a70858e/lib_ab4a70858e__delay_0.30000000000000004__dur_0.25.h5
DMD2_red_roi11,0.0,0.25,ab4a70858e,0.08648964017629623,-2.6865671641791025,-13.443396226415096,157.4840764271708,28.65,32,34,7,2.199114857512855,5,8.0,1,0.02,/mnt/ceph-hdd/workspaces/ws/cidbn_wibral_neuro_nonhuman/u19361-allen-hdd/results/sub-829704_ses-829704-2025-12-18-10-57-36_image+ophys/DMD2/red/phase_0/lib_ab4a70858e/lib_ab4a70858e__delay_0.0__dur_0.25.h5
DMD2_red_roi12,0.15000000000000002,0.25,ab4a70858e,0.102976493537426,-33.134328358208954,2.6886792452830193,0.0,14.32,15,25,0,0.0,2,4.0,9,0.1,/mnt/ceph-hdd/workspaces/ws/cidbn_wibral_neuro_nonhuman/u19361-allen-hdd/results/sub-829704_ses-829704-2025-12-18-10-57-36_image+ophys/DMD2/red/phase_0/lib_ab4a70858e/lib_ab4a70858e__delay_0.15000000000000002__dur_0.25.h5
DMD2_red_roi13,0.1,0.5,ab4a70858e,0.09614715725183487,-27.761194029850742,-0.8962264150943398,22.515923572829163,17.91,18,27,9,2.827433388230814,3,5.0,5,0.06,/mnt/ceph-hdd/workspaces/ws/cidbn_wibral_neuro_nonhuman/u19361-allen-hdd/results/sub-829704_ses-829704-2025-12-18-10-57-36_image+ophys/DMD2/red/phase_0/lib_ab4a70858e/lib_ab4a70858e__delay_0.1__dur_0.5.h5
DMD2_red_roi14,0.30000000000000004,0.25,ab4a70858e,0.09688931703567505,-2.6865671641791025,15.235849056603776,157.4840764271708,21.49,32,18,7,2.199114857512855,4,6.0,2,0.03,/mnt/ceph-hdd/workspaces/ws/cidbn_wibral_neuro_nonhuman/u19361-allen-hdd/results/sub-829704_ses-829704-2025-12-18-10-57-36_image+ophys/DMD2/red/phase_0/lib_ab4a70858e/lib_ab4a70858e__delay_0.30000000000000004__dur_0.25.h5
DMD2_red_roi15,0.25,0.25,ab4a70858e,0.08359517902135849,-27.761194029850742,11.650943396226417,157.4840764271708,28.65,18,20,7,2.199114857512855,5,8.0,2,0.03,/mnt/ceph-hdd/workspaces/ws/cidbn_wibral_neuro_nonhuman/u19361-allen-hdd/results/sub-829704_ses-829704-2025-12-18-10-57-36_image+ophys/DMD2/red/phase_0/lib_ab4a70858e/lib_ab4a70858e__delay_0.25__dur_0.25.h5
DMD2_red_roi16,0.1,0.1,ab4a70858e,0.12887389957904816,-31.34328358208955,0.8962264150943398,112.48408527317332,21.49,16,26,5,1.5707963267948966,4,6.0,8,0.09,/mnt/ceph-hdd/workspaces/ws/cidbn_wibral_neuro_nonhuman/u19361-allen-hdd/results/sub-829704_ses-829704-2025-12-18-10-57-36_image+ophys/DMD2/red/phase_0/lib_ab4a70858e/lib_ab4a70858e__delay_0.1__dur_0.1.h5
DMD2_red_roi17,0.15000000000000002,0.25,ab4a70858e,0.07874029874801636,-9.850746268656714,-17.028301886792452,45.02251307527088,7.16,28,36,2,0.6283185307179586,0,2.0,12,1.3,/mnt/ceph-hdd/workspaces/ws/cidbn_wibral_neuro_nonhuman/u19361-allen-hdd/results/sub-829704_ses-829704-2025-12-18-10-57-36_image+ophys/DMD2/red/phase_0/lib_ab4a70858e/lib_ab4a70858e__delay_0.15000000000000002__dur_0.25.h5
