unit_id,delay,duration,abs_max_value
0,0.0,0.0,0.08769336342811584
0,0.0,0.1,0.08769336342811584
0,0.0,0.2,0.08102117478847504
0,0.03,0.0,0.09057735651731491
0,0.03,0.1,0.09057735651731491
0,0.03,0.2,0.08804323524236679
0,0.06,0.0,0.08522479981184006
0,0.06,0.1,0.08522479981184006
0,0.06,0.2,0.08952148258686066
0,0.09,0.0,0.09902428835630417
0,0.09,0.1,0.09902428835630417
0,0.09,0.2,0.08886606991291046
0,0.12,0.0,0.09429396688938141
0,0.12,0.1,0.09429396688938141
0,0.12,0.2,0.09011636674404144
0,0.15,0.0,0.08683263510465622
0,0.15,0.1,0.08683263510465622
0,0.15,0.2,0.08613033592700958
1,0.0,0.0,0.08553186804056168
1,0.0,0.1,0.08553186804056168
1,0.0,0.2,0.10097777843475342
1,0.03,0.0,0.08634538948535919
1,0.03,0.1,0.08634538948535919
1,0.03,0.2,0.08196986466646194
1,0.06,0.0,0.07994324713945389
1,0.06,0.1,0.07994324713945389
1,0.06,0.2,0.08009614050388336
1,0.09,0.0,0.0855473056435585
1,0.09,0.1,0.0855473056435585
1,0.09,0.2,0.0909338966012001
1,0.12,0.0,0.09607861191034317
1,0.12,0.1,0.09607861191034317
1,0.12,0.2,0.10503022372722626
1,0.15,0.0,0.08932630717754364
1,0.15,0.1,0.08932630717754364
1,0.15,0.2,0.09952067583799362
10,0.0,0.0,0.08378344774246216
10,0.0,0.1,0.08378344774246216
10,0.0,0.2,0.08630760759115219
10,0.03,0.0,0.07791019231081009
10,0.03,0.1,0.07791019231081009
10,0.03,0.2,0.08840750902891159
10,0.06,0.0,0.09116322547197342
10,0.06,0.1,0.09116322547197342
10,0.06,0.2,0.08795765042304993
10,0.09,0.0,0.08339282870292664
10,0.09,0.1,0.08339282870292664
10,0.09,0.2,0.0785442367196083
10,0.12,0.0,0.07926564663648605
10,0.12,0.1,0.07926564663648605
10,0.12,0.2,0.0809299424290657
10,0.15,0.0,0.09144638478755951
10,0.15,0.1,0.09144638478755951
10,0.15,0.2,0.08230412751436234
100,0.0,0.0,0.07694458216428757
100,0.0,0.1,0.07694458216428757
100,0.0,0.2,0.07935770601034164
100,0.03,0.0,0.08057748526334763
100,0.03,0.1,0.08057748526334763
100,0.03,0.2,0.0864037573337555
100,0.06,0.0,0.08165207505226135
100,0.06,0.1,0.08165207505226135
100,0.06,0.2,0.08754990249872208
100,0.09,0.0,0.09443960338830948
100,0.09,0.1,0.09443960338830948
100,0.09,0.2,0.09955659508705139
100,0.12,0.0,0.09653028845787048
100,0.12,0.1,0.09653028845787048
100,0.12,0.2,0.12133871763944626
100,0.15,0.0,0.08612356334924698
100,0.15,0.1,0.08612356334924698
100,0.15,0.2,0.09380624443292618
101,0.0,0.0,0.09096290916204453
101,0.0,0.1,0.09096290916204453
101,0.0,0.2,0.0956433042883873
101,0.03,0.0,0.08972054719924927
101,0.03,0.1,0.08972054719924927
101,0.03,0.2,0.10317698866128922
101,0.06,0.0,0.10470379889011383
101,0.06,0.1,0.10470379889011383
101,0.06,0.2,0.10783703625202179
101,0.09,0.0,0.09295730292797089
101,0.09,0.1,0.09295730292797089
101,0.09,0.2,0.09130537509918213
101,0.12,0.0,0.0952618196606636
101,0.12,0.1,0.0952618196606636
101,0.12,0.2,0.08874790370464325
101,0.15,0.0,0.08534665405750275
101,0.15,0.1,0.08534665405750275
101,0.15,0.2,0.09164401143789291
102,0.0,0.0,0.07576215267181396
102,0.0,0.1,0.07576215267181396
102,0.0,0.2,0.08873845636844635
102,0.03,0.0,0.08514855802059174
102,0.03,0.1,0.08514855802059174
102,0.03,0.2,0.08679240196943283
102,0.06,0.0,0.08121798187494278
102,0.06,0.1,0.08121798187494278
102,0.06,0.2,0.08476070314645767
102,0.09,0.0,0.09403139352798462
102,0.09,0.1,0.09403139352798462
102,0.09,0.2,0.0960204228758812
102,0.12,0.0,0.07585813850164413
102,0.12,0.1,0.07585813850164413
102,0.12,0.2,0.08406320214271545
102,0.15,0.0,0.08173296600580215
102,0.15,0.1,0.08173296600580215
102,0.15,0.2,0.09156887233257294
103,0.0,0.0,0.08690620958805084
103,0.0,0.1,0.08690620958805084
103,0.0,0.2,0.08183879405260086
103,0.03,0.0,0.08792416751384735
103,0.03,0.1,0.08792416751384735
103,0.03,0.2,0.09276991337537766
103,0.06,0.0,0.08070734143257141
103,0.06,0.1,0.08070734143257141
103,0.06,0.2,0.08094456046819687
103,0.09,0.0,0.0887850970029831
103,0.09,0.1,0.0887850970029831
103,0.09,0.2,0.09519732743501663
103,0.12,0.0,0.09179043024778366
103,0.12,0.1,0.09179043024778366
103,0.12,0.2,0.09151525050401688
103,0.15,0.0,0.07792896777391434
103,0.15,0.1,0.07792896777391434
103,0.15,0.2,0.08577179163694382
104,0.0,0.0,0.08391156047582626
104,0.0,0.1,0.08391156047582626
104,0.0,0.2,0.09783799946308136
104,0.03,0.0,0.08063951134681702
104,0.03,0.1,0.08063951134681702
104,0.03,0.2,0.08471828699111938
104,0.06,0.0,0.08347231894731522
104,0.06,0.1,0.08347231894731522
104,0.06,0.2,0.08426811546087265
104,0.09,0.0,0.07867324352264404
104,0.09,0.1,0.07867324352264404
104,0.09,0.2,0.0829368457198143
104,0.12,0.0,0.08361303806304932
104,0.12,0.1,0.08361303806304932
104,0.12,0.2,0.07851024717092514
104,0.15,0.0,0.08373173326253891
104,0.15,0.1,0.08373173326253891
104,0.15,0.2,0.08406201004981995
105,0.0,0.0,0.07447152584791183
105,0.0,0.1,0.07447152584791183
105,0.0,0.2,0.09257043898105621
105,0.03,0.0,0.09613781422376633
105,0.03,0.1,0.09613781422376633
105,0.03,0.2,0.08899179100990295
105,0.06,0.0,0.082499198615551
105,0.06,0.1,0.082499198615551
105,0.06,0.2,0.08220021426677704
105,0.09,0.0,0.1045372411608696
105,0.09,0.1,0.1045372411608696
105,0.09,0.2,0.09268294274806976
105,0.12,0.0,0.08840534090995789
105,0.12,0.1,0.08840534090995789
105,0.12,0.2,0.09023527801036835
105,0.15,0.0,0.08218825608491898
105,0.15,0.1,0.08218825608491898
105,0.15,0.2,0.08523067086935043
106,0.0,0.0,0.084218330681324
106,0.0,0.1,0.084218330681324
106,0.0,0.2,0.08186040818691254
106,0.03,0.0,0.08454757928848267
106,0.03,0.1,0.08454757928848267
106,0.03,0.2,0.0952761322259903
106,0.06,0.0,0.09545983374118805
106,0.06,0.1,0.09545983374118805
106,0.06,0.2,0.08150564134120941
106,0.09,0.0,0.097372867166996
106,0.09,0.1,0.097372867166996
106,0.09,0.2,0.08583740890026093
106,0.12,0.0,0.09096845239400864
106,0.12,0.1,0.09096845239400864
106,0.12,0.2,0.08703995496034622
106,0.15,0.0,0.08978347480297089
106,0.15,0.1,0.08978347480297089
106,0.15,0.2,0.09148405492305756
107,0.0,0.0,0.08115807920694351
107,0.0,0.1,0.08115807920694351
107,0.0,0.2,0.08472730219364166
107,0.03,0.0,0.08985751867294312
107,0.03,0.1,0.08985751867294312
107,0.03,0.2,0.08963940292596817
107,0.06,0.0,0.07837890088558197
107,0.06,0.1,0.07837890088558197
107,0.06,0.2,0.07906761020421982
107,0.09,0.0,0.08731929957866669
107,0.09,0.1,0.08731929957866669
107,0.09,0.2,0.08578085899353027
