unit_id,delay,duration,lib_id,abs_max_value,x_deg,y_deg,theta_deg,sigma_deg,xi,yi,theta_idx,theta_rad,sigma_idx,sigma,frequency_idx,frequency,source_file
001b97e3-cef8-442d-97a5-a97f2036ce27,0.30000000000000004,0.23,ab4a70858e,0.07586359232664108,-9.850746268656714,47.5,180.0,17.91,28,0,8,2.5132741228718345,3,5.0,8,0.09,/user/raabe14/u19361/workspace-allen/results/zebra/sub-830795_ses-ecephys-830795-2026-02-23-15-03-59_ecephys.nwb/ProbeF/trial_0/phase_0/lib_ab4a70858e/lib_ab4a70858e__delay_0.30000000000000004__dur_0.23.h5
002691ee-7acd-4e1e-b685-9ee42232e421,0.15000000000000002,0.23,ab4a70858e,0.18347686529159546,-4.477611940298509,-8.066037735849058,180.0,17.91,31,31,8,2.5132741228718345,3,5.0,12,1.3,/user/raabe14/u19361/workspace-allen/results/zebra/sub-830795_ses-ecephys-830795-2026-02-23-15-03-59_ecephys.nwb/ProbeF/trial_0/phase_0/lib_ab4a70858e/lib_ab4a70858e__delay_0.15000000000000002__dur_0.23.h5
0026ce90-1375-402b-8347-275d4b4ac29e,0.0,0.23,ab4a70858e,0.0758698359131813,-8.059701492537314,-24.19811320754717,0.0,28.65,29,40,0,0.0,5,8.0,6,0.07,/user/raabe14/u19361/workspace-allen/results/zebra/sub-830795_ses-ecephys-830795-2026-02-23-15-03-59_ecephys.nwb/ProbeF/trial_0/phase_0/lib_ab4a70858e/lib_ab4a70858e__delay_0.0__dur_0.23.h5
004cecef-0f54-4ac6-830f-26371e77e363,0.0,0.23,ab4a70858e,0.13739487528800964,-34.92537313432835,34.95283018867924,112.48408527317332,28.65,14,7,5,1.5707963267948966,5,8.0,11,1.2,/user/raabe14/u19361/workspace-allen/results/zebra/sub-830795_ses-ecephys-830795-2026-02-23-15-03-59_ecephys.nwb/ProbeF/trial_0/phase_0/lib_ab4a70858e/lib_ab4a70858e__delay_0.0__dur_0.23.h5
00efadfe-3129-48c5-a1c9-2a3ae7ed72e8,0.15000000000000002,0.18000000000000002,ab4a70858e,0.08632008731365204,15.223880597014926,-11.650943396226417,67.51591472682667,28.65,42,33,3,0.9424777960769379,5,8.0,9,0.1,/user/raabe14/u19361/workspace-allen/results/zebra/sub-830795_ses-ecephys-830795-2026-02-23-15-03-59_ecephys.nwb/ProbeF/trial_0/phase_0/lib_ab4a70858e/lib_ab4a70858e__delay_0.15000000000000002__dur_0.18000000000000002.h5
016b98b8-3eaf-48c3-b7fd-3f5654675164,0.0,0.13,ab4a70858e,0.0701972097158432,-52.83582089552239,9.858490566037737,157.4840764271708,21.49,4,21,7,2.199114857512855,4,6.0,9,0.1,/user/raabe14/u19361/workspace-allen/results/zebra/sub-830795_ses-ecephys-830795-2026-02-23-15-03-59_ecephys.nwb/ProbeF/trial_0/phase_0/lib_ab4a70858e/lib_ab4a70858e__delay_0.0__dur_0.13.h5
03368e34-6430-417f-afeb-ba427e3e9f94,0.0,0.08,ab4a70858e,0.1659753918647766,-24.179104477611936,-22.40566037735849,0.0,21.49,20,39,0,0.0,4,6.0,11,1.2,/user/raabe14/u19361/workspace-allen/results/zebra/sub-830795_ses-ecephys-830795-2026-02-23-15-03-59_ecephys.nwb/ProbeF/trial_0/phase_0/lib_ab4a70858e/lib_ab4a70858e__delay_0.0__dur_0.08.h5
0469836b-f6f5-4088-878a-4aa16137abd0,0.0,0.23,ab4a70858e,0.07414417713880539,4.477611940298516,-0.8962264150943398,180.0,10.74,36,27,8,2.5132741228718345,1,3.0,12,1.3,/user/raabe14/u19361/workspace-allen/results/zebra/sub-830795_ses-ecephys-830795-2026-02-23-15-03-59_ecephys.nwb/ProbeF/trial_0/phase_0/lib_ab4a70858e/lib_ab4a70858e__delay_0.0__dur_0.23.h5
049f8194-933b-4889-82ed-e487500467db,0.01,0.03,ab4a70858e,0.0,-60.0,47.5,0.0,7.16,0,0,0,0.0,0,2.0,0,0.01,/user/raabe14/u19361/workspace-allen/results/zebra/sub-830795_ses-ecephys-830795-2026-02-23-15-03-59_ecephys.nwb/ProbeF/trial_0/phase_0/lib_ab4a70858e/lib_ab4a70858e__delay_0.01__dur_0.03.h5
05bea790-79c4-40fa-b368-f1c589bc4309,0.2,0.18000000000000002,ab4a70858e,0.07947422564029694,-52.83582089552239,-15.235849056603776,157.4840764271708,28.65,4,35,7,2.199114857512855,5,8.0,9,0.1,/user/raabe14/u19361/workspace-allen/results/zebra/sub-830795_ses-ecephys-830795-2026-02-23-15-03-59_ecephys.nwb/ProbeF/trial_0/phase_0/lib_ab4a70858e/lib_ab4a70858e__delay_0.2__dur_0.18000000000000002.h5
